,Estimate; INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) - Total households - Median household income (dollars),full_state_cluster,full_irsbrac_cluster,income_level,zi_irsbrac_cluster,full_quart_cluster,income_quartile,zi_quart_cluster,zi_state_cluster,full_sgroup_cluster,zi_sgroup_cluster,Group,Metro,State,zipcode,City,County,YoY,n1000,Total; Estimate; SUMMARY INDICATORS - Median age (years),Total; Estimate; SUMMARY INDICATORS - Sex ratio (males per 100 females),Total; Estimate; SUMMARY INDICATORS - Age dependency ratio,Total; Estimate; SUMMARY INDICATORS - Child dependency ratio,Estimate; HOUSEHOLDS BY TYPE - Average household size,"Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Unmarried women (widowed, divorced, and never married) - Per 1,000 unmarried women","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 50 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 15 to 19 years old","Estimate; FERTILITY - Number of women 15 to 50 years old who had a birth in the past 12 months - Per 1,000 women 35 to 50 years old","Estimate; WORLD REGION OF BIRTH OF FOREIGN BORN - Foreign-born population, excluding population born at sea - Oceania",Estimate; ANCESTRY - Total population - Czech,Estimate; ANCESTRY - Total population - Danish,Estimate; ANCESTRY - Total population - Greek,Estimate; ANCESTRY - Total population - Lithuanian,Estimate; ANCESTRY - Total population - Slovak,Estimate; ANCESTRY - Total population - Swiss,Estimate; COMMUTING TO WORK - Mean travel time to work (minutes),Estimate; CLASS OF WORKER - Civilian employed population 16 years and over - Unpaid family workers
4819,84684.0,NJ,1,3,2,1,2,2,IL,Middle Atlantic,East North Central,South Atlantic,Tampa-St. Petersburg-Clearwater,FL,34638,Land O Lakes,Pasco County,0.048790323,0.0,34.5,101.6,64.6,50.5,3.12,31.0,81.0,0.0,43.0,0.0,61.0,14.0,128.0,41.0,68.0,32.0,39.5,0.0
4820,87350.0,CA,4,3,2,1,2,2,MA,Middle Atlantic,East North Central,East North Central,Cincinnati,OH,45242,Blue Ash,Hamilton County,0.097289157,4.0,43.9,97.2,79.9,44.1,2.54,38.0,77.0,0.0,33.0,12.0,77.0,104.0,249.0,16.0,62.0,62.0,21.0,12.0
4821,60337.0,TX,1,2,2,1,1,1,OH,South Atlantic,East North Central,East North Central,Cincinnati,OH,45102,Amelia,Clermont County,0.079746835,1.0,38.5,94.2,54.7,36.6,2.59,51.0,74.0,0.0,10.0,0.0,18.0,0.0,37.0,0.0,17.0,17.0,29.9,0.0
4822,85021.0,CA,1,3,2,1,2,2,CA,Middle Atlantic,Pacific,Pacific,San Francisco-Oakland-Hayward,CA,94580,San Lorenzo,Alameda County,0.002340094,1.0,37.3,98.2,53.8,35.5,3.32,7.0,52.0,8.0,37.0,67.0,21.0,76.0,41.0,17.0,8.0,55.0,32.9,0.0
4823,53423.0,PA,1,2,1,1,1,1,FL,South Atlantic,East North Central,South Atlantic,Charlotte-Concord-Gastonia,NC,28120,Mount Holly,Gaston County,0.111962286,1.0,39.1,89.3,59.7,35.9,2.6,10.0,43.0,8.0,30.0,0.0,47.0,0.0,33.0,0.0,0.0,0.0,26.1,4.0
4824,36795.0,TX,1,1,1,1,0,1,TN,South Atlantic,South Atlantic,East South Central,Alexander City,AL,35010,Alexander City,Tallapoosa County,0.093891403,0.0,41.1,89.3,69.5,38.7,2.5,31.0,53.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.2,0.0
4825,26758.0,CA,2,1,2,2,0,1,CA,Middle Atlantic,Pacific,Pacific,San Francisco-Oakland-Hayward,CA,94704,Berkeley,Alameda County,-0.08770359800000001,0.0,21.8,92.5,8.0,3.7,2.51,4.0,6.0,6.0,0.0,183.0,131.0,94.0,318.0,104.0,0.0,107.0,24.5,20.0
4826,47053.0,NC,1,1,1,1,1,1,FL,South Atlantic,South Atlantic,West South Central,Alexandria,LA,71303,Alexandria,Rapides Parish,0.097188264,0.0,38.3,91.9,63.3,37.1,2.42,24.0,44.0,0.0,30.0,0.0,15.0,86.0,12.0,0.0,0.0,9.0,16.5,137.0
4827,41728.0,FL,4,1,1,1,0,1,FL,South Atlantic,South Atlantic,South Atlantic,Tampa-St. Petersburg-Clearwater,FL,34613,North Weeki Wachee,Hernando County,0.108899297,0.0,59.9,92.4,122.5,29.0,2.13,22.0,26.0,0.0,26.0,0.0,47.0,46.0,114.0,91.0,39.0,37.0,29.0,0.0
4828,107117.0,NJ,4,4,4,2,2,2,NY,Middle Atlantic,Middle Atlantic,South Atlantic,Washington-Arlington-Alexandria,VA,20190,Reston,Fairfax County,0.006393559,2.0,39.0,92.5,49.2,24.8,2.2,20.0,51.0,0.0,62.0,8.0,99.0,218.0,202.0,169.0,43.0,171.0,27.5,15.0
4829,40114.0,FL,1,1,1,1,0,1,FL,South Atlantic,South Atlantic,South Atlantic,Orlando-Kissimmee-Sanford,FL,32809,Sky Lake,Orange County,0.14480712199999998,1.0,34.7,105.1,53.5,36.7,3.06,60.0,85.0,35.0,15.0,0.0,16.0,30.0,63.0,0.0,0.0,98.0,26.9,64.0
4830,41867.0,TX,1,1,1,1,0,1,PA,South Atlantic,South Atlantic,West North Central,Hannibal,MO,63401,Hannibal,Marion County,0.078375826,0.0,38.0,93.0,66.8,39.4,2.39,62.0,76.0,38.0,25.0,0.0,45.0,20.0,50.0,24.0,32.0,19.0,15.4,9.0
4831,67359.0,FL,1,2,2,1,1,1,FL,South Atlantic,East North Central,South Atlantic,Orlando-Kissimmee-Sanford,FL,32750,Longwood,Seminole County,0.076890399,0.0,43.4,95.9,55.5,28.5,2.75,26.0,37.0,12.0,10.0,0.0,42.0,87.0,96.0,51.0,39.0,35.0,27.6,41.0
4832,84883.0,NJ,4,3,2,2,2,2,MA,Middle Atlantic,East North Central,New England,Boston-Cambridge-Newton,NH,3833,Exeter,Rockingham County,0.058008658,1.0,46.0,91.0,68.2,35.7,2.36,4.0,43.0,16.0,12.0,9.0,47.0,115.0,239.0,186.0,79.0,60.0,26.4,14.0
4833,48909.0,CA,1,1,1,1,1,1,NY,South Atlantic,South Atlantic,West North Central,Davenport-Moline-Rock Island,IA,52803,Davenport,Scott County,0.04395604400000002,2.0,33.5,101.4,54.3,37.9,2.5,28.0,47.0,45.0,22.0,0.0,166.0,115.0,71.0,9.0,10.0,102.0,16.7,6.0
4834,36202.0,CA,1,1,1,1,0,1,TN,West South Central,South Atlantic,West South Central,San Antonio-New Braunfels,TX,78211,San Antonio,Bexar County,0.093641618,1.0,34.0,103.0,62.3,41.9,3.54,59.0,71.0,72.0,24.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,25.8,92.0
4835,29818.0,TX,1,1,1,1,0,1,TX,South Atlantic,South Atlantic,West South Central,Fort Smith,AR,72901,Fort Smith,Sebastian County,0.011538462,2.0,37.1,106.6,52.4,34.4,2.36,45.0,71.0,22.0,25.0,0.0,135.0,0.0,24.0,4.0,0.0,97.0,16.4,21.0
4836,58809.0,NY,2,2,2,2,1,1,FL,East North Central,East North Central,East North Central,Chicago-Naperville-Elgin,IL,60706,Norridge,Cook County,0.027767629,1.0,46.0,91.3,63.0,27.4,2.58,8.0,43.0,0.0,38.0,0.0,198.0,16.0,751.0,40.0,59.0,45.0,32.9,0.0
4837,37895.0,CA,1,1,1,1,0,1,TN,West South Central,South Atlantic,West South Central,College Station-Bryan,TX,77803,Bryan,Brazos County,0.104111986,1.0,30.4,97.9,58.3,46.4,3.07,50.0,72.0,59.0,35.0,0.0,260.0,0.0,0.0,0.0,0.0,74.0,16.8,22.0
4838,28809.0,TX,1,1,1,1,0,1,TX,West South Central,South Atlantic,East North Central,Akron,OH,44306,Akron,Summit County,0.095115681,0.0,33.3,84.0,64.3,46.7,2.36,81.0,71.0,115.0,24.0,0.0,18.0,30.0,29.0,0.0,112.0,97.0,21.0,4.0
4839,97628.0,CA,2,3,2,2,2,2,CA,Pacific,Pacific,Pacific,San Francisco-Oakland-Hayward,CA,94947,Novato,Marin County,0.066981256,0.0,47.3,96.6,66.1,32.6,2.52,47.0,58.0,0.0,34.0,35.0,106.0,501.0,131.0,13.0,18.0,190.0,33.7,0.0
4840,86610.0,IL,2,3,2,2,2,2,NJ,East North Central,East North Central,East North Central,Chicago-Naperville-Elgin,IL,60561,Darien,DuPage County,0.030126336,0.0,45.5,91.9,64.9,31.5,2.51,21.0,54.0,0.0,57.0,14.0,935.0,100.0,324.0,969.0,155.0,97.0,31.4,28.0
4841,71059.0,CA,2,2,2,1,1,2,CA,Pacific,Pacific,Pacific,Seattle-Tacoma-Bellevue,WA,98407,Tacoma,Pierce County,0.075618945,0.0,44.4,95.8,58.5,28.8,2.31,15.0,35.0,0.0,19.0,17.0,53.0,238.0,137.0,48.0,8.0,63.0,28.1,0.0
4842,50050.0,PA,1,2,1,1,1,1,NY,South Atlantic,South Atlantic,Middle Atlantic,Batavia,NY,14020,Batavia,Genesee County,0.052734375,0.0,43.5,101.8,64.6,32.8,2.29,49.0,63.0,0.0,28.0,0.0,1.0,51.0,41.0,0.0,14.0,17.0,18.7,56.0
4843,69351.0,MI,2,2,2,2,1,1,PA,West North Central,East North Central,East North Central,Grand Rapids-Wyoming,MI,49428,Jenison,Ottawa County,0.094143404,0.0,36.9,95.7,79.3,48.2,2.76,20.0,69.0,0.0,12.0,0.0,114.0,65.0,15.0,93.0,12.0,81.0,22.3,0.0
4844,51326.0,UT,2,2,1,1,1,1,FL,West North Central,East North Central,Mountain,Blackfoot,ID,83221,Blackfoot,Bingham County,0.124022346,0.0,32.9,101.1,80.8,55.4,2.92,50.0,70.0,23.0,20.0,11.0,89.0,962.0,95.0,19.0,0.0,532.0,21.1,61.0
4845,42496.0,TX,1,1,1,1,0,1,PA,South Atlantic,South Atlantic,East North Central,Washington Court House,OH,43160,Washington Court House,Fayette County,0.103349282,0.0,41.2,93.1,69.7,40.7,2.37,68.0,63.0,48.0,13.0,0.0,15.0,56.0,15.0,13.0,0.0,25.0,22.7,35.0
4846,42027.0,CA,1,1,1,1,0,1,CA,West South Central,South Atlantic,Pacific,Fresno,CA,93662,Selma,Fresno County,0.06718979900000001,0.0,31.7,101.9,70.1,51.0,3.57,27.0,56.0,13.0,6.0,0.0,0.0,171.0,6.0,0.0,0.0,5.0,25.1,18.0
4847,42981.0,TX,1,1,1,1,0,1,FL,South Atlantic,South Atlantic,East South Central,Mount Sterling,KY,40353,Mount Sterling,Montgomery County,0.034294622000000004,0.0,39.1,97.9,64.7,39.3,2.62,22.0,44.0,0.0,14.0,0.0,0.0,0.0,25.0,0.0,0.0,6.0,21.1,25.0
4848,55352.0,FL,4,2,2,2,1,1,CA,Middle Atlantic,East North Central,South Atlantic,Palm Bay-Melbourne-Titusville,FL,32931,Cocoa Beach,Brevard County,0.08445829,0.0,57.0,91.8,83.5,20.3,1.99,12.0,10.0,0.0,6.0,11.0,64.0,183.0,247.0,82.0,66.0,30.0,26.3,45.0
4849,97604.0,LA,2,3,4,2,2,2,IL,Pacific,Middle Atlantic,New England,Boston-Cambridge-Newton,NH,3053,Londonderry,Rockingham County,0.041744548,0.0,41.8,95.5,55.3,35.4,2.8,7.0,40.0,0.0,22.0,0.0,85.0,71.0,651.0,222.0,35.0,13.0,31.1,20.0
4850,64650.0,PA,1,2,2,1,1,1,IL,South Atlantic,East North Central,West North Central,St. Louis,MO,63090,Washington,Franklin County,0.127735068,1.0,42.1,91.6,69.0,39.9,2.48,4.0,26.0,0.0,25.0,0.0,29.0,46.0,28.0,0.0,0.0,61.0,22.2,19.0
4851,76046.0,CA,1,3,2,1,2,2,FL,South Atlantic,East North Central,Pacific,Riverside-San Bernardino-Ontario,CA,92337,Fontana,San Bernardino County,0.04784035,0.0,30.5,99.7,53.0,43.7,4.04,28.0,34.0,31.0,4.0,17.0,39.0,19.0,62.0,0.0,0.0,0.0,33.4,0.0
4852,85685.0,NY,4,3,2,1,2,2,NJ,Middle Atlantic,East North Central,South Atlantic,,VA,22485,King George,King George County,0.019946298,0.0,37.7,100.7,61.2,41.2,2.82,39.0,59.0,0.0,29.0,0.0,17.0,185.0,134.0,23.0,23.0,7.0,37.8,14.0
4853,60249.0,TX,1,2,2,1,1,1,OH,South Atlantic,East North Central,East South Central,Birmingham-Hoover,AL,35022,Bessemer,Jefferson County,0.092239186,1.0,42.1,92.7,58.5,30.5,2.41,58.0,66.0,38.0,29.0,5.0,0.0,25.0,0.0,0.0,0.0,17.0,28.9,0.0
4854,88208.0,CA,1,3,2,1,2,2,NJ,South Atlantic,East North Central,Mountain,Gillette,WY,82718,Gillette,Campbell County,0.04822335,0.0,32.4,107.9,55.0,46.1,2.8,43.0,59.0,58.0,8.0,17.0,67.0,303.0,0.0,91.0,0.0,42.0,20.7,0.0
4855,53029.0,CA,1,2,1,1,1,1,CA,South Atlantic,East North Central,Pacific,Bremerton-Silverdale,WA,98310,Bremerton,Kitsap County,0.08718526900000001,1.0,36.7,110.0,53.8,27.5,2.31,51.0,60.0,38.0,29.0,7.0,132.0,158.0,85.0,46.0,48.0,39.0,28.5,7.0
4856,52351.0,MN,1,2,1,1,1,1,FL,West North Central,East North Central,West North Central,Grand Rapids,MN,55744,Grand Rapids,Itasca County,0.046894804000000005,0.0,44.9,104.3,73.1,37.3,2.25,31.0,45.0,26.0,20.0,0.0,233.0,170.0,29.0,3.0,60.0,64.0,18.3,24.0
4857,35512.0,FL,1,1,1,1,0,1,FL,South Atlantic,South Atlantic,New England,Providence-Warwick,RI,2907,Providence,Providence County,0.059988352,0.0,30.6,98.9,57.1,42.6,3.23,57.0,59.0,6.0,26.0,0.0,17.0,9.0,18.0,0.0,0.0,0.0,22.8,42.0
4858,80787.0,NJ,4,3,2,1,2,2,FL,South Atlantic,East North Central,Middle Atlantic,Philadelphia-Camden-Wilmington,PA,18944,Perkasie,Bucks County,0.044016955,0.0,42.5,98.5,63.1,38.0,2.7,27.0,54.0,0.0,40.0,0.0,37.0,18.0,83.0,74.0,165.0,298.0,29.4,40.0
4859,35393.0,TX,1,1,1,1,0,1,TN,South Atlantic,South Atlantic,West North Central,Kansas City,MO,64050,Independence,Jackson County,0.156431054,1.0,39.8,91.1,68.3,38.5,2.37,58.0,63.0,9.0,16.0,39.0,20.0,53.0,31.0,0.0,31.0,90.0,25.7,0.0
4860,59289.0,FL,4,2,2,1,1,1,CA,Middle Atlantic,East North Central,South Atlantic,North Port-Sarasota-Bradenton,FL,34292,Venice,Sarasota County,0.022749431,0.0,67.4,91.9,200.1,32.0,2.06,0.0,70.0,0.0,72.0,13.0,61.0,102.0,114.0,77.0,51.0,56.0,22.3,0.0
4861,60957.0,TX,1,2,2,1,1,1,OH,South Atlantic,East North Central,West South Central,Abilene,TX,79602,Abilene,Taylor County,0.012232416,0.0,33.3,89.6,67.4,46.7,2.8,41.0,74.0,19.0,18.0,3.0,51.0,9.0,89.0,0.0,0.0,0.0,18.9,54.0
4862,67246.0,TX,1,2,2,1,1,1,IL,South Atlantic,East North Central,South Atlantic,Panama City,FL,32444,Lynn Haven,Bay County,0.053346754,1.0,40.5,91.1,64.1,36.8,2.7,45.0,47.0,82.0,0.0,0.0,14.0,28.0,74.0,4.0,119.0,42.0,21.8,0.0
4863,117615.0,NJ,4,4,4,2,2,2,CA,Middle Atlantic,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,91301,Agoura Hills,Los Angeles County,0.008550012,0.0,43.9,92.0,60.1,37.0,2.83,17.0,24.0,0.0,31.0,4.0,212.0,112.0,236.0,105.0,201.0,77.0,30.7,12.0
4864,51422.0,CA,1,2,1,1,1,1,CA,South Atlantic,East North Central,Mountain,Las Vegas-Henderson-Paradise,NV,89120,Las Vegas,Clark County,0.147851727,0.0,40.3,96.5,55.3,28.9,2.7,28.0,48.0,0.0,8.0,19.0,83.0,99.0,35.0,60.0,23.0,55.0,22.3,0.0
4865,82788.0,NJ,4,3,2,1,2,2,CA,Middle Atlantic,Pacific,Pacific,San Francisco-Oakland-Hayward,CA,94803,El Sobrante,Contra Costa County,0.047004771,0.0,44.2,98.4,53.1,25.9,2.74,44.0,43.0,0.0,18.0,165.0,64.0,67.0,133.0,90.0,20.0,28.0,35.5,9.0
4866,55257.0,CA,2,2,1,1,1,1,CA,South Atlantic,East North Central,Pacific,Centralia,WA,98532,Chehalis,Lewis County,0.104951333,0.0,40.5,98.1,69.7,38.8,2.59,22.0,49.0,0.0,7.0,0.0,63.0,287.0,71.0,25.0,0.0,355.0,24.3,24.0
4867,96583.0,NJ,2,3,4,2,2,2,CA,Middle Atlantic,Middle Atlantic,New England,Boston-Cambridge-Newton,MA,2021,Canton,Norfolk County,0.043281897,0.0,41.1,88.6,66.9,37.6,2.49,0.0,34.0,0.0,17.0,0.0,41.0,0.0,301.0,406.0,0.0,53.0,35.0,0.0
4868,39275.0,TX,1,1,1,1,0,1,TN,South Atlantic,South Atlantic,East South Central,London,KY,40741,London,Laurel County,0.107677903,0.0,40.6,94.7,62.1,36.6,2.49,53.0,53.0,45.0,32.0,0.0,0.0,0.0,0.0,62.0,0.0,44.0,18.4,9.0
4869,100438.0,NJ,4,4,4,2,2,2,IL,Middle Atlantic,Middle Atlantic,East North Central,Milwaukee-Waukesha-West Allis,WI,53045,Brookfield,Waukesha County,0.033961099,0.0,47.1,92.2,77.5,37.7,2.47,5.0,37.0,0.0,34.0,0.0,241.0,123.0,174.0,52.0,130.0,135.0,22.9,9.0
4870,52119.0,TX,1,2,1,1,1,1,NY,South Atlantic,East North Central,East South Central,Frankfort,KY,40342,Lawrenceburg,Anderson County,0.053295933,0.0,40.6,93.2,62.9,39.2,2.56,41.0,73.0,0.0,33.0,0.0,20.0,0.0,33.0,45.0,0.0,8.0,26.5,6.0
4871,79811.0,NJ,4,3,2,1,2,2,FL,Middle Atlantic,East North Central,New England,Boston-Cambridge-Newton,MA,2346,Middleborough,Plymouth County,0.047109208,0.0,44.0,106.0,61.5,32.6,2.61,4.0,27.0,0.0,0.0,0.0,0.0,30.0,136.0,326.0,9.0,14.0,30.8,33.0
4872,64623.0,CA,4,2,2,1,1,2,CA,South Atlantic,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,90814,Long Beach,Los Angeles County,0.065809914,0.0,38.6,93.4,38.6,21.0,2.01,3.0,28.0,0.0,36.0,25.0,68.0,141.0,111.0,77.0,19.0,135.0,32.4,25.0
4873,54877.0,CA,1,2,2,1,1,1,CA,South Atlantic,Pacific,Pacific,Riverside-San Bernardino-Ontario,CA,92354,Loma Linda,San Bernardino County,0.0411224,2.0,35.7,92.1,57.3,30.2,2.7,23.0,29.0,41.0,16.0,13.0,21.0,94.0,87.0,0.0,20.0,30.0,22.5,11.0
4874,100450.0,CA,2,4,4,2,2,2,CA,Pacific,Middle Atlantic,Pacific,Seattle-Tacoma-Bellevue,WA,98275,Mukilteo,Snohomish County,0.045668468,0.0,44.5,102.0,57.6,34.8,2.57,0.0,9.0,0.0,8.0,23.0,13.0,310.0,111.0,0.0,13.0,107.0,26.3,56.0
4875,59180.0,PA,1,2,2,1,1,1,CA,South Atlantic,East North Central,South Atlantic,Panama City,FL,32413,Panama City Beach,Bay County,0.122302158,0.0,50.0,102.6,63.8,26.1,2.28,29.0,80.0,0.0,46.0,0.0,40.0,58.0,80.0,32.0,8.0,17.0,23.9,44.0
4876,43175.0,TX,1,1,1,1,0,1,PA,South Atlantic,South Atlantic,West North Central,Joplin,MO,64836,Carthage,Jasper County,0.174698795,0.0,36.6,95.2,77.8,48.8,2.61,55.0,47.0,39.0,24.0,0.0,52.0,89.0,24.0,0.0,0.0,76.0,17.2,31.0
4877,74855.0,CA,2,2,2,2,1,2,CA,South Atlantic,Pacific,South Atlantic,Tampa-St. Petersburg-Clearwater,FL,33606,Tampa,Hillsborough County,0.094398747,2.0,31.5,90.3,31.4,16.3,1.98,8.0,23.0,4.0,15.0,0.0,21.0,29.0,216.0,65.0,55.0,23.0,18.7,34.0
4878,74958.0,NJ,4,2,2,1,1,2,PA,South Atlantic,East North Central,East North Central,Detroit-Warren-Dearborn,MI,48346,Clarkston,Oakland County,0.04922516,0.0,43.0,96.2,57.6,33.4,2.52,3.0,29.0,4.0,10.0,0.0,80.0,84.0,174.0,87.0,17.0,48.0,27.1,9.0
4879,149732.0,CA,4,4,4,2,2,2,CA,Pacific,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,90210,Beverly Hills,Los Angeles County,0.013399341,1.0,47.1,92.4,81.6,36.1,2.51,6.0,50.0,0.0,34.0,43.0,74.0,42.0,60.0,92.0,31.0,74.0,25.0,42.0
4880,61078.0,NC,1,2,2,1,1,1,OH,South Atlantic,East North Central,South Atlantic,Huntington-Ashland,WV,25526,Hurricane,Putnam County,0.030407344,0.0,40.6,94.5,67.9,39.9,2.59,70.0,49.0,67.0,9.0,0.0,78.0,0.0,72.0,0.0,13.0,9.0,24.7,18.0
4881,50843.0,NE,2,2,1,1,1,1,FL,West North Central,East North Central,West North Central,Lincoln,NE,68510,Lincoln,Lancaster County,0.07222587,2.0,35.8,87.7,64.2,37.7,2.3,59.0,96.0,33.0,96.0,19.0,1218.0,612.0,25.0,9.0,0.0,91.0,17.1,0.0
4882,77589.0,PA,4,3,2,1,2,2,IL,South Atlantic,East North Central,Middle Atlantic,Harrisburg-Carlisle,PA,17015,South Middleton,Cumberland County,0.045495905,0.0,44.3,98.8,59.6,34.9,2.64,10.0,57.0,0.0,45.0,0.0,40.0,23.0,94.0,57.0,195.0,133.0,25.1,0.0
4883,120825.0,PA,2,4,4,2,2,2,NJ,East North Central,Middle Atlantic,East North Central,Akron,OH,44236,Hudson,Summit County,0.039263804,0.0,45.9,90.2,72.0,44.9,2.73,3.0,34.0,0.0,19.0,25.0,403.0,110.0,199.0,73.0,664.0,160.0,26.3,8.0
4884,80017.0,NJ,2,3,2,2,2,2,IL,Middle Atlantic,East North Central,East North Central,Detroit-Warren-Dearborn,MI,48371,Oxford,Oakland County,0.049154542,0.0,41.4,101.2,63.3,40.2,2.71,7.0,47.0,11.0,36.0,0.0,89.0,52.0,127.0,129.0,75.0,0.0,32.1,9.0
4885,93020.0,CA,4,3,4,1,2,2,NJ,Middle Atlantic,East North Central,West North Central,Kansas City,KS,66216,Shawnee,Johnson County,0.064971751,0.0,39.3,93.4,64.1,40.9,2.77,27.0,51.0,0.0,40.0,11.0,164.0,173.0,71.0,43.0,60.0,109.0,19.8,16.0
4886,54777.0,PA,1,2,1,1,1,1,FL,South Atlantic,East North Central,East North Central,,WI,54235,Sturgeon Bay,Door County,0.132343847,0.0,49.4,97.9,70.4,30.3,2.03,13.0,75.0,0.0,12.0,0.0,436.0,300.0,28.0,5.0,88.0,76.0,17.4,11.0
4887,60867.0,MI,2,2,2,2,1,1,FL,West North Central,East North Central,East North Central,Grand Rapids-Wyoming,MI,49534,Walker,Kent County,0.096311475,0.0,36.0,95.0,57.1,36.2,2.47,19.0,61.0,0.0,15.0,13.0,19.0,138.0,14.0,309.0,51.0,17.0,20.1,0.0
4888,78251.0,MI,2,3,2,2,2,2,IL,East North Central,East North Central,East North Central,Chicago-Naperville-Elgin,IN,46321,Munster,Lake County,0.054553265,1.0,45.2,99.5,67.1,34.7,2.59,29.0,51.0,0.0,14.0,0.0,208.0,66.0,795.0,248.0,410.0,24.0,29.2,14.0
4889,60825.0,CA,2,2,2,1,1,1,CA,South Atlantic,East North Central,Pacific,Spokane-Spokane Valley,WA,99224,Spokane,Spokane County,0.107712766,0.0,38.1,101.9,56.4,33.6,2.43,50.0,48.0,51.0,9.0,8.0,118.0,368.0,14.0,31.0,52.0,145.0,19.8,0.0
4890,47416.0,MN,2,1,1,1,1,1,PA,West North Central,South Atlantic,West North Central,Albert Lea,MN,56007,Albert Lea,Freeborn County,0.107843137,1.0,43.8,93.8,80.3,38.7,2.26,26.0,41.0,0.0,31.0,11.0,452.0,1307.0,0.0,0.0,7.0,21.0,17.4,0.0
4891,98665.0,NJ,2,3,4,2,2,2,IL,Middle Atlantic,Middle Atlantic,East North Central,Chicago-Naperville-Elgin,IL,60560,Yorkville,Kendall County,0.055882353,0.0,36.4,101.7,60.3,41.9,2.92,28.0,27.0,0.0,0.0,46.0,360.0,175.0,277.0,177.0,82.0,60.0,32.7,27.0
4892,43658.0,TX,1,1,1,1,0,1,PA,South Atlantic,South Atlantic,South Atlantic,Greensboro-High Point,NC,27263,Archdale,Randolph County,0.04140414,0.0,41.3,89.5,64.0,37.0,2.56,37.0,33.0,33.0,20.0,0.0,25.0,27.0,47.0,24.0,0.0,20.0,21.9,9.0
4893,98849.0,PA,2,3,4,2,2,2,IL,East North Central,Middle Atlantic,East North Central,Cleveland-Elyria,OH,44139,Solon,Cuyahoga County,0.0059711980000000005,1.0,44.4,93.5,76.6,47.6,2.74,7.0,44.0,0.0,40.0,32.0,375.0,27.0,175.0,140.0,561.0,118.0,24.7,2.0
4894,53964.0,CA,1,2,2,1,1,1,CA,South Atlantic,Pacific,Pacific,Los Angeles-Long Beach-Anaheim,CA,90249,Gardena,Los Angeles County,0.029931482,0.0,40.5,89.5,63.3,36.8,3.01,13.0,49.0,0.0,38.0,116.0,20.0,69.0,0.0,11.0,0.0,5.0,28.6,0.0
4895,42591.0,NC,1,1,1,1,0,1,CA,South Atlantic,South Atlantic,South Atlantic,Brevard,NC,28712,Brevard,Transylvania County,0.037299339,0.0,50.8,92.9,84.8,28.2,2.17,23.0,33.0,0.0,21.0,14.0,100.0,55.0,0.0,43.0,15.0,32.0,21.8,0.0
4896,109710.0,PA,2,4,4,2,2,2,IL,East North Central,Middle Atlantic,Middle Atlantic,Pittsburgh,PA,15090,Wexford,Allegheny County,0.027412907,0.0,42.6,100.1,68.8,44.8,2.62,19.0,66.0,0.0,33.0,0.0,94.0,149.0,240.0,113.0,586.0,243.0,28.6,23.0
4897,72325.0,PA,1,2,2,1,1,1,PA,South Atlantic,East North Central,West South Central,Oklahoma City,OK,73064,Mustang,Canadian County,0.022302592000000003,0.0,39.6,94.2,64.4,40.1,2.86,4.0,14.0,0.0,7.0,0.0,242.0,25.0,7.0,0.0,27.0,31.0,24.3,21.0
4898,46081.0,PA,1,1,1,1,0,1,CA,South Atlantic,South Atlantic,South Atlantic,Palm Bay-Melbourne-Titusville,FL,32926,Cocoa,Brevard County,0.141851651,0.0,44.1,101.2,61.6,30.6,2.69,55.0,43.0,0.0,14.0,25.0,47.0,58.0,29.0,0.0,39.0,15.0,26.7,0.0
4899,68597.0,PA,1,2,2,1,1,1,PA,South Atlantic,East North Central,West North Central,Springfield,MO,65810,Springfield,Greene County,0.05640243900000001,0.0,42.0,94.5,71.9,38.9,2.48,5.0,41.0,0.0,14.0,0.0,241.0,67.0,22.0,0.0,32.0,138.0,18.8,42.0
4900,42306.0,FL,1,1,1,1,0,1,CA,South Atlantic,South Atlantic,South Atlantic,Miami-Fort Lauderdale-West Palm Beach,FL,33144,Miami,Miami-Dade County,0.038755138,0.0,48.1,86.5,59.6,20.9,3.28,16.0,20.0,0.0,8.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,27.8,0.0
4901,36992.0,PA,1,1,1,1,0,1,TN,South Atlantic,South Atlantic,East North Central,Akron,OH,44305,Akron,Summit County,0.050083472,0.0,37.0,92.6,57.5,36.9,2.37,67.0,58.0,56.0,8.0,18.0,96.0,0.0,313.0,35.0,426.0,65.0,21.9,0.0
4902,39351.0,CA,1,1,1,1,0,1,TN,South Atlantic,South Atlantic,West South Central,Enid,OK,73701,Enid,Garfield County,0.012170385,0.0,33.5,96.2,65.9,46.2,2.76,31.0,94.0,43.0,30.0,929.0,173.0,60.0,3.0,0.0,0.0,63.0,16.4,18.0
